id,name,order_number,customer_id,created_at,updated_at,processed_at,closed_at,cancelled_at,financial_status,fulfillment_status,email,subtotal_price,total_discounts,total_tax,total_shipping_price_set_shop_money_amount,total_tip_received,total_price,currency,source_name,landing_site,landing_site_ref,cart_token,note_attributes,client_details_browser_width,client_details_user_agent,browser_ip,test,tags,note,discount_codes,shipping_address_country_code,shipping_address_province_code,billing_address_country_code
5000053,#01053,1053,2608,2026-01-05T11:42:00+00:00,2026-01-05T11:42:00+00:00,2026-01-05T11:42:00+00:00,2026-01-12T11:42:00+00:00,,paid,fulfilled,evan57@example.net,515.37,12.82,40.2,0.0,0.0,542.75,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4b75,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",376,Mozilla/5.0 (mobile) Safari/120.0,0.0.0.0,False,,,[],US,FL,US
5000054,#01054,1054,1494,2026-01-05T21:21:00+00:00,2026-01-05T21:21:00+00:00,2026-01-05T21:21:00+00:00,2026-01-12T21:21:00+00:00,,paid,fulfilled,jeffreywatts@example.com,217.75,5.13,17.01,0.0,0.0,229.63,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4b76,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",375,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,NY,US
5000055,#01055,1055,2431,2026-01-05T06:08:00+00:00,2026-01-05T06:08:00+00:00,2026-01-05T06:08:00+00:00,2026-01-12T06:08:00+00:00,,paid,fulfilled,rcoleman@example.net,268.55,2.35,21.29,0.0,0.0,287.49,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4b77,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",384,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,IL,US
5000056,#01056,1056,1956,2026-01-05T22:32:00+00:00,2026-01-05T22:32:00+00:00,2026-01-05T22:32:00+00:00,2026-01-12T22:32:00+00:00,,paid,fulfilled,tasha30@example.net,393.65,15.66,30.24,0.0,0.0,408.23,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4b78,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",1436,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],US,CA,US
5000057,#01057,1057,2796,2026-01-05T03:53:00+00:00,2026-01-05T03:53:00+00:00,2026-01-05T03:53:00+00:00,2026-01-12T03:53:00+00:00,,paid,fulfilled,andrew74@example.com,777.81,11.66,61.28,14.95,0.0,842.38,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4b79,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",362,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,vip,,[],US,GA,US
5000058,#01058,1058,1913,2026-01-05T17:37:00+00:00,2026-01-05T17:37:00+00:00,2026-01-05T17:37:00+00:00,2026-01-12T17:37:00+00:00,,paid,fulfilled,sdaugherty@example.org,975.84,22.81,76.24,9.95,0.0,1039.22,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c4b7a,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",375,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,MA,US
5000059,#01059,1059,1582,2026-01-05T00:30:00+00:00,2026-01-05T00:30:00+00:00,2026-01-05T00:30:00+00:00,2026-01-12T00:30:00+00:00,,paid,fulfilled,pittmandavid@example.com,83.77,1.76,6.56,7.95,0.0,96.52,USD,web,https://northwindco.com/collections/direct,,cart_00000000004c4b7b,[],383,Mozilla/5.0 (mobile) Safari/120.0,0.0.0.0,False,,,[],US,CO,US
5000060,#01060,1060,1249,2026-01-06T11:56:00+00:00,2026-01-06T11:56:00+00:00,2026-01-06T11:56:00+00:00,2026-01-13T11:56:00+00:00,,paid,fulfilled,william25@example.net,322.74,9.59,25.05,0.0,0.0,338.2,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4b7c,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",1448,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],US,IL,US
5000061,#01061,1061,1380,2026-01-06T03:07:00+00:00,2026-01-06T03:07:00+00:00,2026-01-06T03:07:00+00:00,2026-01-13T03:07:00+00:00,,paid,fulfilled,kristy33@example.org,649.25,27.54,49.74,7.95,0.0,679.4,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4b7d,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",394,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,CO,US
5000062,#01062,1062,279,2026-01-06T00:24:00+00:00,2026-01-06T00:24:00+00:00,2026-01-06T00:24:00+00:00,2026-01-13T00:24:00+00:00,,paid,fulfilled,ohayes@example.org,462.29,6.02,36.5,7.95,0.0,500.72,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c4b7e,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",766,Mozilla/5.0 (tablet) Chrome/120.0,0.0.0.0,False,,,[],CA,ON,CA
5000063,#01063,1063,3002,2026-01-06T08:06:00+00:00,2026-01-06T08:06:00+00:00,2026-01-06T08:06:00+00:00,2026-01-13T08:06:00+00:00,,paid,fulfilled,laceybrown@example.net,125.83,1.66,9.93,0.0,0.0,134.1,USD,web,https://northwindco.com/collections/direct,,cart_00000000004c4b7f,[],1435,Mozilla/5.0 (desktop) Safari/120.0,0.0.0.0,False,,,[],GB,ENG,GB
5000064,#01064,1064,1089,2026-01-06T22:40:00+00:00,2026-01-06T22:40:00+00:00,2026-01-06T22:40:00+00:00,2026-01-13T22:40:00+00:00,,paid,fulfilled,matthew73@example.net,62.75,1.06,4.94,14.95,0.0,81.58,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c4b80,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",1437,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],US,OR,US
5000065,#01065,1065,3183,2026-01-06T15:11:00+00:00,2026-01-06T15:11:00+00:00,2026-01-06T15:11:00+00:00,2026-01-13T15:11:00+00:00,,paid,fulfilled,browndavid@example.org,289.74,10.59,22.33,14.95,0.0,316.43,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c4b81,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",1454,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],US,FL,US
5000066,#01066,1066,3222,2026-01-06T16:56:00+00:00,2026-01-06T16:56:00+00:00,2026-01-06T16:56:00+00:00,2026-01-13T16:56:00+00:00,,paid,fulfilled,thomastaylor@example.org,321.23,11.24,24.8,14.95,0.0,349.74,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4b82,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",1421,Mozilla/5.0 (desktop) Safari/120.0,0.0.0.0,False,,,[],US,FL,US
5000067,#01067,1067,816,2026-01-06T15:34:00+00:00,2026-01-06T15:34:00+00:00,2026-01-06T15:34:00+00:00,,,refunded,,kellymorales@example.net,251.0,3.13,19.82,14.95,0.0,282.64,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c4b83,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",378,Mozilla/5.0 (mobile) Safari/120.0,0.0.0.0,False,,,[],US,CA,US
5000068,#01068,1068,2249,2026-01-06T20:01:00+00:00,2026-01-06T20:01:00+00:00,2026-01-06T20:01:00+00:00,2026-01-13T20:01:00+00:00,,paid,fulfilled,anita40@example.net,171.43,4.81,13.33,0.0,0.0,179.95,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4b84,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",388,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],AU,VIC,AU
5000069,#01069,1069,1491,2026-01-06T01:50:00+00:00,2026-01-06T01:50:00+00:00,2026-01-06T01:50:00+00:00,2026-01-13T01:50:00+00:00,,paid,fulfilled,meghanthomas@example.net,606.63,9.05,47.81,9.95,0.0,655.34,USD,web,https://northwindco.com/collections/direct,,cart_00000000004c4b85,[],1433,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],GB,ENG,GB
5000070,#01070,1070,2195,2026-01-07T19:15:00+00:00,2026-01-07T19:15:00+00:00,2026-01-07T19:15:00+00:00,2026-01-14T19:15:00+00:00,,paid,fulfilled,leeadrian@example.com,250.14,9.15,19.28,14.95,0.0,275.22,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4b86,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",384,Mozilla/5.0 (mobile) Safari/120.0,0.0.0.0,False,,,[],US,NY,US
5000071,#01071,1071,2851,2026-01-07T09:39:00+00:00,2026-01-07T09:39:00+00:00,2026-01-07T09:39:00+00:00,2026-01-14T09:39:00+00:00,,paid,fulfilled,alex25@example.com,464.01,7.73,36.5,9.95,0.0,502.73,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c4b87,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",369,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,NY,US
5000072,#01072,1072,1827,2026-01-07T06:46:00+00:00,2026-01-07T06:46:00+00:00,2026-01-07T06:46:00+00:00,2026-01-14T06:46:00+00:00,,paid,fulfilled,mckeekimberly@example.com,184.97,2.63,14.59,7.95,0.0,204.88,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c4b88,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",389,Mozilla/5.0 (mobile) Edge/120.0,0.0.0.0,False,,,[],US,CA,US
5000073,#01073,1073,3298,2026-01-07T21:14:00+00:00,2026-01-07T21:14:00+00:00,2026-01-07T21:14:00+00:00,2026-01-14T21:14:00+00:00,,paid,fulfilled,tcarey@example.org,38.03,1.31,2.94,7.95,0.0,47.61,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c4b89,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",362,Mozilla/5.0 (mobile) Safari/120.0,0.0.0.0,False,,,[],US,GA,US
5000074,#01074,1074,1847,2026-01-07T01:00:00+00:00,2026-01-07T01:00:00+00:00,2026-01-07T01:00:00+00:00,2026-01-14T01:00:00+00:00,,paid,fulfilled,kcarter@example.net,333.78,7.98,26.07,9.95,0.0,361.82,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4b8a,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",1421,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],US,CA,US
5000075,#01075,1075,1267,2026-01-07T08:27:00+00:00,2026-01-07T08:27:00+00:00,2026-01-07T08:27:00+00:00,2026-01-14T08:27:00+00:00,,paid,fulfilled,thomas48@example.org,787.68,7.1,62.45,0.0,0.0,843.03,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4b8b,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",362,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,TX,US
5000076,#01076,1076,1491,2026-01-07T00:25:00+00:00,2026-01-07T00:25:00+00:00,2026-01-07T00:25:00+00:00,2026-01-14T00:25:00+00:00,,paid,fulfilled,meghanthomas@example.net,96.55,4.11,7.4,7.95,0.0,107.79,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c4b8c,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",394,Mozilla/5.0 (mobile) Firefox/120.0,0.0.0.0,False,,,[],GB,ENG,GB
5000077,#01077,1077,2608,2026-01-07T11:28:00+00:00,2026-01-07T11:28:00+00:00,2026-01-07T11:28:00+00:00,2026-01-14T11:28:00+00:00,,paid,fulfilled,evan57@example.net,324.78,12.09,25.02,7.95,0.0,345.66,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4b8d,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",763,Mozilla/5.0 (tablet) Safari/120.0,0.0.0.0,False,,,[],US,FL,US
5000078,#01078,1078,169,2026-01-07T17:55:00+00:00,2026-01-07T17:55:00+00:00,2026-01-07T17:55:00+00:00,2026-01-14T17:55:00+00:00,,paid,fulfilled,mclaughlincolleen@example.com,89.34,2.89,6.92,14.95,0.0,108.32,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c4b8e,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",382,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,GA,US
5000079,#01079,1079,2929,2026-01-07T11:00:00+00:00,2026-01-07T11:00:00+00:00,2026-01-07T11:00:00+00:00,2026-01-14T11:00:00+00:00,,paid,fulfilled,fjohnson@example.net,197.86,6.19,15.33,14.95,0.0,221.95,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4b8f,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",393,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,MA,US
5000080,#01080,1080,2583,2026-01-08T01:01:00+00:00,2026-01-08T01:01:00+00:00,2026-01-08T01:01:00+00:00,2026-01-15T01:01:00+00:00,,paid,fulfilled,yeseniamoore@example.net,464.08,15.06,35.93,7.95,0.0,492.9,USD,web,https://northwindco.com/collections/direct,,cart_00000000004c4b90,[],1441,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],US,CO,US
5000081,#01081,1081,3224,2026-01-08T06:10:00+00:00,2026-01-08T06:10:00+00:00,2026-01-08T06:10:00+00:00,2026-01-15T06:10:00+00:00,,paid,fulfilled,josephluis@example.net,202.8,3.5,15.94,9.95,0.0,225.19,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4b91,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",1456,Mozilla/5.0 (desktop) Edge/120.0,0.0.0.0,False,,,[],CA,ON,CA
5000082,#01082,1082,1033,2026-01-08T12:34:00+00:00,2026-01-08T12:34:00+00:00,2026-01-08T12:34:00+00:00,2026-01-15T12:34:00+00:00,,paid,fulfilled,nicole02@example.org,390.2,6.82,30.67,9.95,0.0,424.0,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4b92,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",766,Mozilla/5.0 (tablet) Chrome/120.0,0.0.0.0,False,,,[],US,NY,US
5000083,#01083,1083,1174,2026-01-08T20:36:00+00:00,2026-01-08T20:36:00+00:00,2026-01-08T20:36:00+00:00,2026-01-15T20:36:00+00:00,,paid,fulfilled,andrea05@example.com,136.58,2.46,10.73,0.0,0.0,144.85,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c4b93,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",363,Mozilla/5.0 (mobile) Safari/120.0,0.0.0.0,False,vip,,[],US,CA,US
5000084,#01084,1084,281,2026-01-08T07:56:00+00:00,2026-01-08T07:56:00+00:00,2026-01-08T07:56:00+00:00,2026-01-15T07:56:00+00:00,,paid,fulfilled,jennifer18@example.org,177.68,2.4,14.02,0.0,0.0,189.3,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4b94,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",1457,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],CA,AB,CA
5000085,#01085,1085,104,2026-01-08T18:52:00+00:00,2026-01-08T18:52:00+00:00,2026-01-08T18:52:00+00:00,2026-01-15T18:52:00+00:00,,paid,fulfilled,ldavis@example.com,192.62,4.21,15.07,14.95,0.0,218.43,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4b95,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",364,Mozilla/5.0 (mobile) Safari/120.0,0.0.0.0,False,,,[],US,WA,US
5000086,#01086,1086,1005,2026-01-08T00:04:00+00:00,2026-01-08T00:04:00+00:00,2026-01-08T00:04:00+00:00,2026-01-15T00:04:00+00:00,,paid,fulfilled,patricia19@example.net,218.85,5.76,17.04,7.95,0.0,238.08,USD,web,https://northwindco.com/collections/direct,,cart_00000000004c4b96,[],360,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,FL,US
5000087,#01087,1087,3127,2026-01-08T04:21:00+00:00,2026-01-08T04:21:00+00:00,2026-01-08T04:21:00+00:00,2026-01-15T04:21:00+00:00,,paid,fulfilled,jennifer93@example.com,199.48,7.66,15.35,0.0,0.0,207.17,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4b97,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",1448,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],GB,ENG,GB
5000088,#01088,1088,1250,2026-01-08T06:04:00+00:00,2026-01-08T06:04:00+00:00,2026-01-08T06:04:00+00:00,,,partially_refunded,fulfilled,tmccall@example.net,904.77,20.09,70.77,0.0,0.0,955.45,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4b98,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",378,Mozilla/5.0 (mobile) Safari/120.0,0.0.0.0,False,,,[],US,TX,US
5000089,#01089,1089,3415,2026-01-08T04:13:00+00:00,2026-01-08T04:13:00+00:00,2026-01-08T04:13:00+00:00,2026-01-15T04:13:00+00:00,,paid,fulfilled,paul61@example.net,104.63,1.66,8.24,0.0,0.0,111.21,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4b99,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",1420,Mozilla/5.0 (desktop) Edge/120.0,0.0.0.0,False,,,[],US,CA,US
5000090,#01090,1090,2929,2026-01-09T08:20:00+00:00,2026-01-09T08:20:00+00:00,2026-01-09T08:20:00+00:00,,,partially_refunded,fulfilled,fjohnson@example.net,139.24,5.72,10.68,0.0,0.0,144.2,USD,web,https://northwindco.com/collections/direct,,cart_00000000004c4b9a,[],379,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,MA,US
5000091,#01091,1091,2583,2026-01-09T02:25:00+00:00,2026-01-09T02:25:00+00:00,2026-01-09T02:25:00+00:00,,,refunded,,yeseniamoore@example.net,964.34,32.02,74.59,9.95,0.0,1016.86,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c4b9b,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",362,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,CO,US
5000092,#01092,1092,1249,2026-01-09T14:53:00+00:00,2026-01-09T14:53:00+00:00,2026-01-09T14:53:00+00:00,2026-01-16T14:53:00+00:00,,paid,fulfilled,william25@example.net,349.34,13.79,26.85,0.0,0.0,362.4,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4b9c,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",391,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,IL,US
5000093,#01093,1093,1477,2026-01-09T21:37:00+00:00,2026-01-09T21:37:00+00:00,2026-01-09T21:37:00+00:00,2026-01-16T21:37:00+00:00,,paid,fulfilled,pamela88@example.net,111.53,4.52,8.56,9.95,0.0,125.52,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c4b9d,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",776,Mozilla/5.0 (tablet) Chrome/120.0,0.0.0.0,False,,,[],US,CA,US
5000094,#01094,1094,472,2026-01-09T20:59:00+00:00,2026-01-09T20:59:00+00:00,2026-01-09T20:59:00+00:00,2026-01-16T20:59:00+00:00,,paid,fulfilled,michaelcordova@example.net,241.9,3.09,19.1,0.0,0.0,257.91,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c4b9e,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",392,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],CA,BC,CA
5000095,#01095,1095,1380,2026-01-09T16:03:00+00:00,2026-01-09T16:03:00+00:00,2026-01-09T16:03:00+00:00,2026-01-16T16:03:00+00:00,,paid,fulfilled,kristy33@example.org,200.86,8.01,15.43,0.0,0.0,208.28,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c4b9f,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",1430,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],US,CO,US
5000096,#01096,1096,3415,2026-01-09T11:02:00+00:00,2026-01-09T11:02:00+00:00,2026-01-09T11:02:00+00:00,2026-01-16T11:02:00+00:00,,paid,fulfilled,paul61@example.net,1117.61,21.09,87.73,0.0,0.0,1184.25,USD,web,https://northwindco.com/collections/google_ads,https://google.com,cart_00000000004c4ba0,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",380,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,CA,US
5000097,#01097,1097,2886,2026-01-09T15:54:00+00:00,2026-01-09T15:54:00+00:00,2026-01-09T15:54:00+00:00,2026-01-16T15:54:00+00:00,,paid,fulfilled,bergernicholas@example.org,744.91,28.94,57.28,0.0,0.0,773.25,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c4ba1,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",359,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,TX,US
5000098,#01098,1098,202,2026-01-09T02:34:00+00:00,2026-01-09T02:34:00+00:00,2026-01-09T02:34:00+00:00,2026-01-16T02:34:00+00:00,,paid,fulfilled,deleonchristopher@example.org,184.6,4.8,14.38,7.95,0.0,202.13,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4ba2,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",1455,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],US,OR,US
5000099,#01099,1099,2072,2026-01-10T08:36:00+00:00,2026-01-10T08:36:00+00:00,2026-01-10T08:36:00+00:00,2026-01-17T08:36:00+00:00,,paid,fulfilled,rebeccafuentes@example.org,278.48,10.07,21.47,0.0,0.0,289.88,USD,web,https://northwindco.com/collections/google_ads,https://google.com,cart_00000000004c4ba3,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",371,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,OR,US
5000100,#01100,1100,835,2026-01-10T09:54:00+00:00,2026-01-10T09:54:00+00:00,2026-01-10T09:54:00+00:00,2026-01-17T09:54:00+00:00,,paid,fulfilled,nicole97@example.org,591.81,21.59,45.61,9.95,0.0,625.78,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c4ba4,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",384,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,OR,US
